postcode,zone,town
3753,60,60 - Tullamarine (Melbourne AP)
3754,60,60 - Tullamarine (Melbourne AP)
3755,60,60 - Tullamarine (Melbourne AP)
3756,60,60 - Tullamarine (Melbourne AP)
3757,60,60 - Tullamarine (Melbourne AP)
3758,60,60 - Tullamarine (Melbourne AP)
3759,60,60 - Tullamarine (Melbourne AP)
3760,60,60 - Tullamarine (Melbourne AP)
3761,60,60 - Tullamarine (Melbourne AP)
3762,60,60 - Tullamarine (Melbourne AP)
3797,60,60 - Tullamarine (Melbourne AP)
3799,60,60 - Tullamarine (Melbourne AP)
3292,61,61 - Mt Gambier
3311,61,61 - Mt Gambier
3312,61,61 - Mt Gambier
3314,61,61 - Mt Gambier
3315,61,61 - Mt Gambier
3317,61,61 - Mt Gambier
3318,61,61 - Mt Gambier
3319,61,61 - Mt Gambier
3413,61,61 - Mt Gambier
3420,61,61 - Mt Gambier
5259,61,61 - Mt Gambier
5260,61,61 - Mt Gambier
5261,61,61 - Mt Gambier
5262,61,61 - Mt Gambier
5263,61,61 - Mt Gambier
5264,61,61 - Mt Gambier
5265,61,61 - Mt Gambier
5266,61,61 - Mt Gambier
5270,61,61 - Mt Gambier
5271,61,61 - Mt Gambier
5272,61,61 - Mt Gambier
5273,61,61 - Mt Gambier
5275,61,61 - Mt Gambier
5276,61,61 - Mt Gambier
5277,61,61 - Mt Gambier
5278,61,61 - Mt Gambier
5279,61,61 - Mt Gambier
5280,61,61 - Mt Gambier
5290,61,61 - Mt Gambier
5291,61,61 - Mt Gambier
3078,62,62 - Moorabbin
3079,62,62 - Moorabbin
3081,62,62 - Moorabbin
3082,62,62 - Moorabbin
3083,62,62 - Moorabbin
3084,62,62 - Moorabbin
3085,62,62 - Moorabbin
3086,62,62 - Moorabbin
3087,62,62 - Moorabbin
3088,62,62 - Moorabbin
3089,62,62 - Moorabbin
3090,62,62 - Moorabbin
3091,62,62 - Moorabbin
3093,62,62 - Moorabbin
3094,62,62 - Moorabbin
3095,62,62 - Moorabbin
3096,62,62 - Moorabbin
3097,62,62 - Moorabbin
3099,62,62 - Moorabbin
3101,62,62 - Moorabbin
3102,62,62 - Moorabbin
3103,62,62 - Moorabbin
3104,62,62 - Moorabbin
3105,62,62 - Moorabbin
3106,62,62 - Moorabbin
3107,62,62 - Moorabbin
3108,62,62 - Moorabbin
3109,62,62 - Moorabbin
3111,62,62 - Moorabbin
3113,62,62 - Moorabbin
3114,62,62 - Moorabbin
3115,62,62 - Moorabbin
3116,62,62 - Moorabbin
3122,62,62 - Moorabbin
3123,62,62 - Moorabbin
3124,62,62 - Moorabbin
3125,62,62 - Moorabbin
3126,62,62 - Moorabbin
3127,62,62 - Moorabbin
3128,62,62 - Moorabbin
3129,62,62 - Moorabbin
3130,62,62 - Moorabbin
3131,62,62 - Moorabbin
3132,62,62 - Moorabbin
3133,62,62 - Moorabbin
3134,62,62 - Moorabbin
3135,62,62 - Moorabbin
3136,62,62 - Moorabbin
3137,62,62 - Moorabbin
3138,62,62 - Moorabbin
3139,62,62 - Moorabbin
3140,62,62 - Moorabbin
3144,62,62 - Moorabbin
3145,62,62 - Moorabbin
3146,62,62 - Moorabbin
3147,62,62 - Moorabbin
3148,62,62 - Moorabbin
3149,62,62 - Moorabbin
3150,62,62 - Moorabbin
3151,62,62 - Moorabbin
3152,62,62 - Moorabbin
3153,62,62 - Moorabbin
3154,62,62 - Moorabbin
3155,62,62 - Moorabbin
3156,62,62 - Moorabbin
3158,62,62 - Moorabbin
3159,62,62 - Moorabbin
3160,62,62 - Moorabbin
3161,62,62 - Moorabbin
3162,62,62 - Moorabbin
3163,62,62 - Moorabbin
3165,62,62 - Moorabbin
3166,62,62 - Moorabbin
3167,62,62 - Moorabbin
3168,62,62 - Moorabbin
3169,62,62 - Moorabbin
3170,62,62 - Moorabbin
3171,62,62 - Moorabbin
3172,62,62 - Moorabbin
3173,62,62 - Moorabbin
3174,62,62 - Moorabbin
3175,62,62 - Moorabbin
3177,62,62 - Moorabbin
3178,62,62 - Moorabbin
3179,62,62 - Moorabbin
3180,62,62 - Moorabbin
3186,62,62 - Moorabbin
3187,62,62 - Moorabbin
3188,62,62 - Moorabbin
3189,62,62 - Moorabbin
3190,62,62 - Moorabbin
3191,62,62 - Moorabbin
3192,62,62 - Moorabbin
3193,62,62 - Moorabbin
3194,62,62 - Moorabbin
3195,62,62 - Moorabbin
3196,62,62 - Moorabbin
3197,62,62 - Moorabbin
3198,62,62 - Moorabbin
3199,62,62 - Moorabbin
3200,62,62 - Moorabbin
3201,62,62 - Moorabbin
3202,62,62 - Moorabbin
3785,62,62 - Moorabbin
3800,62,62 - Moorabbin
3802,62,62 - Moorabbin
3803,62,62 - Moorabbin
3804,62,62 - Moorabbin
3805,62,62 - Moorabbin
3806,62,62 - Moorabbin
3807,62,62 - Moorabbin
3808,62,62 - Moorabbin
3809,62,62 - Moorabbin
3810,62,62 - Moorabbin
3812,62,62 - Moorabbin
3813,62,62 - Moorabbin
3814,62,62 - Moorabbin
3815,62,62 - Moorabbin
3816,62,62 - Moorabbin
3818,62,62 - Moorabbin
3910,62,62 - Moorabbin
3911,62,62 - Moorabbin
3912,62,62 - Moorabbin
3913,62,62 - Moorabbin
3915,62,62 - Moorabbin
3916,62,62 - Moorabbin
3918,62,62 - Moorabbin
3919,62,62 - Moorabbin
3920,62,62 - Moorabbin
3925,62,62 - Moorabbin
3926,62,62 - Moorabbin
3927,62,62 - Moorabbin
3928,62,62 - Moorabbin
3929,62,62 - Moorabbin
3930,62,62 - Moorabbin
3931,62,62 - Moorabbin
3933,62,62 - Moorabbin
3934,62,62 - Moorabbin
3936,62,62 - Moorabbin
3937,62,62 - Moorabbin
3938,62,62 - Moorabbin
3939,62,62 - Moorabbin
3940,62,62 - Moorabbin
3941,62,62 - Moorabbin
3942,62,62 - Moorabbin
3943,62,62 - Moorabbin
3944,62,62 - Moorabbin
3975,62,62 - Moorabbin
3976,62,62 - Moorabbin
3977,62,62 - Moorabbin
3978,62,62 - Moorabbin
3980,62,62 - Moorabbin
3981,62,62 - Moorabbin
3984,62,62 - Moorabbin
3260,63,63 - Warrnambool
3264,63,63 - Warrnambool
3265,63,63 - Warrnambool
3271,63,63 - Warrnambool
3272,63,63 - Warrnambool
3273,63,63 - Warrnambool
3274,63,63 - Warrnambool
3275,63,63 - Warrnambool
3276,63,63 - Warrnambool
3277,63,63 - Warrnambool
3278,63,63 - Warrnambool
3279,63,63 - Warrnambool
3280,63,63 - Warrnambool
3281,63,63 - Warrnambool
3282,63,63 - Warrnambool
3283,63,63 - Warrnambool
3284,63,63 - Warrnambool
3285,63,63 - Warrnambool
3286,63,63 - Warrnambool
3287,63,63 - Warrnambool
3289,63,63 - Warrnambool
3293,63,63 - Warrnambool
3294,63,63 - Warrnambool
3300,63,63 - Warrnambool
3301,63,63 - Warrnambool
3302,63,63 - Warrnambool
3303,63,63 - Warrnambool
3304,63,63 - Warrnambool
3305,63,63 - Warrnambool
3309,63,63 - Warrnambool
3310,63,63 - Warrnambool
3325,63,63 - Warrnambool
3329,63,63 - Warrnambool
3378,63,63 - Warrnambool
3379,63,63 - Warrnambool
3222,64,64 - Cape Otway
3223,64,64 - Cape Otway
3224,64,64 - Cape Otway
3225,64,64 - Cape Otway
3226,64,64 - Cape Otway
3227,64,64 - Cape Otway
3228,64,64 - Cape Otway
3230,64,64 - Cape Otway
3231,64,64 - Cape Otway
3232,64,64 - Cape Otway
3233,64,64 - Cape Otway
3235,64,64 - Cape Otway
3236,64,64 - Cape Otway
3237,64,64 - Cape Otway
3238,64,64 - Cape Otway
3239,64,64 - Cape Otway
3240,64,64 - Cape Otway
3241,64,64 - Cape Otway
3242,64,64 - Cape Otway
3243,64,64 - Cape Otway
3249,64,64 - Cape Otway
3250,64,64 - Cape Otway
3251,64,64 - Cape Otway
3254,64,64 - Cape Otway
3266,64,64 - Cape Otway
3267,64,64 - Cape Otway
3268,64,64 - Cape Otway
3269,64,64 - Cape Otway
3270,64,64 - Cape Otway
3321,64,64 - Cape Otway
3956,64,64 - Cape Otway
3959,64,64 - Cape Otway
3960,64,64 - Cape Otway
3962,64,64 - Cape Otway
3964,64,64 - Cape Otway
3965,64,64 - Cape Otway
3995,64,64 - Cape Otway
3996,64,64 - Cape Otway
2328,65,65 - Orange
2333,65,65 - Orange
2583,65,65 - Orange
2586,65,65 - Orange
2587,65,65 - Orange
2594,65,65 - Orange
2787,65,65 - Orange
2790,65,65 - Orange
2791,65,65 - Orange
2792,65,65 - Orange
2793,65,65 - Orange
2795,65,65 - Orange
2797,65,65 - Orange
2798,65,65 - Orange
2799,65,65 - Orange
2800,65,65 - Orange
2803,65,65 - Orange
2807,65,65 - Orange
2808,65,65 - Orange
2845,65,65 - Orange
2846,65,65 - Orange
2847,65,65 - Orange
2848,65,65 - Orange
2849,65,65 - Orange
2850,65,65 - Orange
2865,65,65 - Orange
2866,65,65 - Orange
2867,65,65 - Orange
3322,66,66 - Ballarat
3323,66,66 - Ballarat
3324,66,66 - Ballarat
3328,66,66 - Ballarat
3330,66,66 - Ballarat
3331,66,66 - Ballarat
3332,66,66 - Ballarat
3333,66,66 - Ballarat
3334,66,66 - Ballarat
3340,66,66 - Ballarat
3341,66,66 - Ballarat
3342,66,66 - Ballarat
3345,66,66 - Ballarat
3350,66,66 - Ballarat
3351,66,66 - Ballarat
3352,66,66 - Ballarat
3355,66,66 - Ballarat
3356,66,66 - Ballarat
3357,66,66 - Ballarat
3360,66,66 - Ballarat
3361,66,66 - Ballarat
3363,66,66 - Ballarat
3364,66,66 - Ballarat
3370,66,66 - Ballarat
3371,66,66 - Ballarat
3373,66,66 - Ballarat
3375,66,66 - Ballarat
3377,66,66 - Ballarat
3380,66,66 - Ballarat
3381,66,66 - Ballarat
3384,66,66 - Ballarat
3385,66,66 - Ballarat
3387,66,66 - Ballarat
3388,66,66 - Ballarat
3390,66,66 - Ballarat
3435,66,66 - Ballarat
3438,66,66 - Ballarat
3440,66,66 - Ballarat
3441,66,66 - Ballarat
3442,66,66 - Ballarat
3444,66,66 - Ballarat
3446,66,66 - Ballarat
3447,66,66 - Ballarat
3448,66,66 - Ballarat
3450,66,66 - Ballarat
3451,66,66 - Ballarat
3453,66,66 - Ballarat
3458,66,66 - Ballarat
3460,66,66 - Ballarat
3461,66,66 - Ballarat
3462,66,66 - Ballarat
3463,66,66 - Ballarat
3464,66,66 - Ballarat
3465,66,66 - Ballarat
3467,66,66 - Ballarat
3468,66,66 - Ballarat
3469,66,66 - Ballarat
3472,66,66 - Ballarat
3475,66,66 - Ballarat
3478,66,66 - Ballarat
3480,66,66 - Ballarat
3515,66,66 - Ballarat
3516,66,66 - Ballarat
3517,66,66 - Ballarat
3518,66,66 - Ballarat
3520,66,66 - Ballarat
3521,66,66 - Ballarat
3522,66,66 - Ballarat
3523,66,66 - Ballarat
3525,66,66 - Ballarat
3550,66,66 - Ballarat
3551,66,66 - Ballarat
3555,66,66 - Ballarat
3556,66,66 - Ballarat
3557,66,66 - Ballarat
3558,66,66 - Ballarat
3559,66,66 - Ballarat
3561,66,66 - Ballarat
3562,66,66 - Ballarat
3564,66,66 - Ballarat
3565,66,66 - Ballarat
3566,66,66 - Ballarat
3570,66,66 - Ballarat
3571,66,66 - Ballarat
3572,66,66 - Ballarat
3575,66,66 - Ballarat
3607,66,66 - Ballarat
3608,66,66 - Ballarat
3610,66,66 - Ballarat
3612,66,66 - Ballarat
3614,66,66 - Ballarat
3616,66,66 - Ballarat
3617,66,66 - Ballarat
3618,66,66 - Ballarat
3620,66,66 - Ballarat
3621,66,66 - Ballarat
3622,66,66 - Ballarat
3623,66,66 - Ballarat
3624,66,66 - Ballarat
3629,66,66 - Ballarat
3630,66,66 - Ballarat
3631,66,66 - Ballarat
3633,66,66 - Ballarat
3634,66,66 - Ballarat
3635,66,66 - Ballarat
3636,66,66 - Ballarat
3637,66,66 - Ballarat
3638,66,66 - Ballarat
3639,66,66 - Ballarat
3640,66,66 - Ballarat
3641,66,66 - Ballarat
3644,66,66 - Ballarat
3646,66,66 - Ballarat
3647,66,66 - Ballarat
3649,66,66 - Ballarat
3658,66,66 - Ballarat
3659,66,66 - Ballarat
3660,66,66 - Ballarat
3662,66,66 - Ballarat
3663,66,66 - Ballarat
3664,66,66 - Ballarat
3665,66,66 - Ballarat
3666,66,66 - Ballarat
3669,66,66 - Ballarat
3670,66,66 - Ballarat
3672,66,66 - Ballarat
3673,66,66 - Ballarat
3675,66,66 - Ballarat
3677,66,66 - Ballarat
3678,66,66 - Ballarat
3682,66,66 - Ballarat
3683,66,66 - Ballarat
3685,66,66 - Ballarat
3687,66,66 - Ballarat
3688,66,66 - Ballarat
3690,66,66 - Ballarat
3691,66,66 - Ballarat
3694,66,66 - Ballarat
3695,66,66 - Ballarat
3697,66,66 - Ballarat
3698,66,66 - Ballarat
3699,66,66 - Ballarat
3700,66,66 - Ballarat
3701,66,66 - Ballarat
3704,66,66 - Ballarat
3705,66,66 - Ballarat
3707,66,66 - Ballarat
3708,66,66 - Ballarat
3709,66,66 - Ballarat
3711,66,66 - Ballarat
3712,66,66 - Ballarat
3713,66,66 - Ballarat
3714,66,66 - Ballarat
3715,66,66 - Ballarat
3717,66,66 - Ballarat
3718,66,66 - Ballarat
3719,66,66 - Ballarat
3720,66,66 - Ballarat
3722,66,66 - Ballarat
3725,66,66 - Ballarat
3732,66,66 - Ballarat
3733,66,66 - Ballarat
3735,66,66 - Ballarat
3737,66,66 - Ballarat
3738,66,66 - Ballarat
3739,66,66 - Ballarat
3740,66,66 - Ballarat
3741,66,66 - Ballarat
3744,66,66 - Ballarat
3746,66,66 - Ballarat
3747,66,66 - Ballarat
3749,66,66 - Ballarat
3763,66,66 - Ballarat
3764,66,66 - Ballarat
3765,66,66 - Ballarat
3766,66,66 - Ballarat
3767,66,66 - Ballarat
3770,66,66 - Ballarat
3775,66,66 - Ballarat
3777,66,66 - Ballarat
3778,66,66 - Ballarat
3779,66,66 - Ballarat
3781,66,66 - Ballarat
3782,66,66 - Ballarat
3783,66,66 - Ballarat
3786,66,66 - Ballarat
3787,66,66 - Ballarat
3788,66,66 - Ballarat
3789,66,66 - Ballarat
3791,66,66 - Ballarat
3792,66,66 - Ballarat
3793,66,66 - Ballarat
3795,66,66 - Ballarat
3796,66,66 - Ballarat
7215,67,67 - Low Head
7216,67,67 - Low Head
7253,67,67 - Low Head
7254,67,67 - Low Head
7255,67,67 - Low Head
7256,67,67 - Low Head
7257,67,67 - Low Head
7262,67,67 - Low Head
7264,67,67 - Low Head
7265,67,67 - Low Head
7270,67,67 - Low Head
7275,67,67 - Low Head
7276,67,67 - Low Head
7307,67,67 - Low Head
7310,67,67 - Low Head
7315,67,67 - Low Head
7316,67,67 - Low Head
7320,67,67 - Low Head
7030,68,68 - Launceston AP
7119,68,68 - Launceston AP
7120,68,68 - Launceston AP
7140,68,68 - Launceston AP
7209,68,68 - Launceston AP
7210,68,68 - Launceston AP
7211,68,68 - Launceston AP
7212,68,68 - Launceston AP
7213,68,68 - Launceston AP
7214,68,68 - Launceston AP
7252,68,68 - Launceston AP
7258,68,68 - Launceston AP
7259,68,68 - Launceston AP
7260,68,68 - Launceston AP
7261,68,68 - Launceston AP
7263,68,68 - Launceston AP
7267,68,68 - Launceston AP
7268,68,68 - Launceston AP
7290,68,68 - Launceston AP
7291,68,68 - Launceston AP
7292,68,68 - Launceston AP
7300,68,68 - Launceston AP
7301,68,68 - Launceston AP
7302,68,68 - Launceston AP
7303,68,68 - Launceston AP
7304,68,68 - Launceston AP
7305,68,68 - Launceston AP
7306,68,68 - Launceston AP
2624,69,69 - Thredbo Village
2625,69,69 - Thredbo Village
2627,69,69 - Thredbo Village
9999,70,70 - Toowoomba
